globalIndex,wordList,unit,index,word,start,end,audioFile,status,evidence,confidence,notes
1529,4,1,46,scarce,126.99,127.65,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1530,4,1,47,contention,129.7,130.38,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1531,4,1,48,intervene,132.41,133.08,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1532,4,1,49,eject,135.1,135.7,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1533,4,1,50,innovative,137.78,138.4,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1534,4,1,51,additional,140.46,141.03,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1535,4,1,52,clement,143.12,143.62,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1536,4,1,53,consult,145.68,146.3,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1537,4,1,54,initiate,148.33,149.05,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1538,4,1,55,imprison,151.12,151.75,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1539,4,1,56,input,153.79,154.35,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1540,4,1,57,feet,156.44,156.86,ysgpc/Word List4/Word List4-Unit1.mp3,corrected,isolated-word-double-pass,0.4176,
1541,4,1,58,loth,158.97,159.54,ysgpc/Word List4/Word List4-Unit1.mp3,corrected,whole-track-asr+additional-duplicate-check+spelling-decision,,additional candidate: loth
1542,4,1,59,voracious,161.62,162.41,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1543,4,1,60,ritual,164.44,165.0,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1544,4,1,61,confront,167.02,167.65,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1545,4,1,62,opportunity,169.69,170.47,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1546,4,1,63,holocaust,172.57,173.28,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1547,4,1,64,marine,175.33,175.84,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1548,4,1,65,interior,177.89,178.57,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1549,4,1,66,overthrow,180.61,181.29,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1550,4,1,67,load,183.31,183.83,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1551,4,1,68,decapitate,185.88,186.7,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1552,4,1,69,lag,188.77,189.24,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1553,4,1,70,degree,191.31,191.8,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1554,4,1,71,attach,193.83,194.45,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1555,4,1,72,pamper,196.51,196.98,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1556,4,1,73,entangle,199.03,199.69,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1557,4,1,74,gravity,201.8,202.38,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1558,4,1,75,anticipate,204.42,205.31,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1559,4,1,76,overstate,207.35,208.14,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1560,4,1,77,acerbic,210.24,210.94,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1561,4,1,78,magnitude,212.98,213.81,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1562,4,1,79,morale,215.84,216.4,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1563,4,1,80,enchanting,218.57,219.35,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1564,4,1,81,spoliate,221.47,222.24,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr+additional-lexical-check,,
1565,4,1,82,vet,224.37,224.8,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1566,4,1,83,confuse,226.88,227.6,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1567,4,1,84,cabin,229.67,230.09,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1568,4,1,85,intimidate,232.21,232.95,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1569,4,1,86,doom,235.1,235.49,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1570,4,1,87,sparse,237.55,238.19,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1571,4,1,88,hysterical,240.26,240.98,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1572,4,1,89,centennial,243.0,243.73,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1573,4,1,90,foreshadow,245.88,246.44,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1574,4,1,91,outward,248.48,249.01,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1575,4,1,92,majesty,251.09,251.76,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1576,4,1,93,plead,253.82,254.3,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1577,4,1,94,the,256.39,256.91,ysgpc/Word List4/Word List4-Unit1.mp3,corrected,whole-track-asr+additional-lexical-check,,additional candidate: the
1578,4,1,95,formality,258.98,259.69,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1579,4,1,96,moist,261.78,262.35,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1580,4,1,97,deteriorate,264.41,265.3,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1581,4,1,98,translucent,267.32,268.2,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1582,4,1,99,embody,270.23,270.81,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1583,4,1,100,bilateral,272.85,273.49,ysgpc/Word List4/Word List4-Unit1.mp3,recognized,whole-track-asr,,
1584,4,2,1,agreement,8.31,8.99,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1585,4,2,2,municipal,11.06,11.72,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1586,4,2,3,courtship,13.74,14.37,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1587,4,2,4,nonsense,16.4,17.07,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1588,4,2,5,invalid,19.13,19.74,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1589,4,2,6,mollify,21.78,22.43,ysgpc/Word List4/Word List4-Unit2.mp3,corrected,isolated-word-double-pass+final-lexical-decision,0.51475,final lexical correction: molify -> mollify
1590,4,2,7,vanquish,24.49,25.16,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1591,4,2,8,renaissance,27.25,28.04,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1592,4,2,9,sacred,30.13,30.73,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1593,4,2,10,mate,32.77,33.25,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1594,4,2,11,score,35.31,35.89,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1595,4,2,12,consensus,37.93,38.76,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1596,4,2,13,biased,40.83,41.38,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1597,4,2,14,apartment,43.47,44.21,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1598,4,2,15,notify,46.27,46.97,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1599,4,2,16,precise,49.08,49.71,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1600,4,2,17,permit,51.79,52.29,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1601,4,2,18,blonde,54.36,54.84,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1602,4,2,19,inaugurate,56.94,57.7,ysgpc/Word List4/Word List4-Unit2.mp3,corrected,isolated-word-double-pass+spelling-decision,0.95644,
1603,4,2,20,spot,59.77,60.32,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1604,4,2,21,recuperate,62.42,63.25,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1605,4,2,22,herbicide,65.39,66.11,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1606,4,2,23,overrate,68.22,68.85,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1607,4,2,24,inflict,71.16,71.76,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1608,4,2,25,deport,73.88,74.44,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1609,4,2,26,extra,76.52,77.0,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1610,4,2,27,data,79.07,79.5,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1611,4,2,28,tap,81.57,81.94,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1612,4,2,29,sediment,84.05,84.71,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1613,4,2,30,relocate,86.8,87.55,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1614,4,2,31,hoist,89.61,90.07,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1615,4,2,32,eloquent,92.12,92.71,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1616,4,2,33,maternal,94.78,95.37,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1617,4,2,34,heave,97.43,97.93,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1618,4,2,35,distress,100.02,100.68,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1619,4,2,36,arouse,102.75,103.39,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1620,4,2,37,diminish,105.43,105.99,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1621,4,2,38,curriculum,108.1,108.71,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1622,4,2,39,protest,110.74,111.35,ysgpc/Word List4/Word List4-Unit2.mp3,corrected,isolated-word-double-pass,0.76443,
1623,4,2,40,arable,113.37,113.82,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1624,4,2,41,pose,115.88,116.41,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1625,4,2,42,coercive,118.43,119.15,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1626,4,2,43,maritime,121.18,121.84,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1627,4,2,44,gesture,123.87,124.4,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1628,4,2,45,character,126.44,127.02,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1629,4,2,46,occur,129.05,129.53,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1630,4,2,47,inexcusable,131.58,132.45,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1631,4,2,48,crime,134.47,134.95,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1632,4,2,49,contemplate,136.99,137.72,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1633,4,2,50,whisper,139.77,140.2,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1634,4,2,51,occupy,142.31,142.86,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1635,4,2,52,rivalry,144.9,145.54,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1636,4,2,53,ministry,147.59,148.22,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1637,4,2,54,antarctic,150.26,151.07,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1638,4,2,55,penchant,153.1,153.6,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1639,4,2,56,disengage,155.65,156.35,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1640,4,2,57,embrace,158.38,158.98,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1641,4,2,58,geometric,161.04,161.78,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1642,4,2,59,guilt,163.81,164.17,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1643,4,2,60,synchronize,166.19,167.07,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1644,4,2,61,devil,169.12,169.46,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1645,4,2,62,apparent,171.51,172.13,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1646,4,2,63,exact,174.19,174.83,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1647,4,2,64,legality,176.89,177.55,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1648,4,2,65,isolate,179.6,180.22,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1649,4,2,66,crack,182.3,182.74,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1650,4,2,67,ascend,184.82,185.39,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1651,4,2,68,zealous,187.44,188.03,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1652,4,2,69,transparent,190.1,190.9,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1653,4,2,70,incredible,193.33,193.95,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1654,4,2,71,inescapable,195.96,196.72,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1655,4,2,72,engage,198.77,199.48,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1656,4,2,73,brainy,201.51,201.94,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1657,4,2,74,fraud,204.08,204.47,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1658,4,2,75,libel,206.53,206.98,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1659,4,2,76,event,209.0,209.51,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1660,4,2,77,impoverish,211.56,212.3,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1661,4,2,78,trample,214.31,214.83,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1662,4,2,79,demoralize,216.87,217.67,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1663,4,2,80,fake,219.74,220.18,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1664,4,2,81,humdrum,222.22,222.77,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1665,4,2,82,precious,224.86,225.44,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1666,4,2,83,conscience,227.47,228.1,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1667,4,2,84,collapse,230.13,230.67,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1668,4,2,85,seep,232.7,233.19,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1669,4,2,86,restore,235.22,235.79,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1670,4,2,87,decadence,237.81,238.45,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1671,4,2,88,emerge,240.47,241.06,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1672,4,2,89,concern,243.09,243.7,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1673,4,2,90,humble,245.75,246.22,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1674,4,2,91,brittle,248.24,248.65,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1675,4,2,92,slide,250.69,251.3,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1676,4,2,93,inhibit,253.33,253.96,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1677,4,2,94,jail,256.0,256.4,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1678,4,2,95,achievement,258.45,259.17,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1679,4,2,96,baffle,261.25,261.64,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1680,4,2,97,quandary,263.72,264.32,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1681,4,2,98,challenge,266.36,266.95,ysgpc/Word List4/Word List4-Unit2.mp3,recognized,whole-track-asr,,
1682,4,3,1,tepid,7.26,7.7,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1683,4,3,2,leap,9.75,10.14,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1684,4,3,3,replicate,12.24,12.93,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1685,4,3,4,moderate,15.0,15.58,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1686,4,3,5,imitate,17.64,18.24,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1687,4,3,6,puberty,20.33,20.9,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1688,4,3,7,federal,23.01,23.48,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1689,4,3,8,corrupt,25.5,26.03,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1690,4,3,9,gratify,28.12,28.73,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1691,4,3,10,represent,30.81,31.52,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1692,4,3,11,resonance,33.55,34.23,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1693,4,3,12,overturn,36.28,36.95,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1694,4,3,13,pantomime,38.96,39.6,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1695,4,3,14,defect,41.66,42.21,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1696,4,3,15,gloom,44.3,44.72,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1697,4,3,16,excite,46.81,47.35,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1698,4,3,17,drift,49.4,49.85,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1699,4,3,18,engrave,51.92,52.58,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1700,4,3,19,disturbance,54.63,55.39,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1701,4,3,20,bass,57.43,57.81,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass+spelling-decision,0.16615,
1702,4,3,21,competent,59.84,60.44,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1703,4,3,22,energetic,62.45,63.15,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1704,4,3,23,global,65.19,65.63,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass,0.59896,
1705,4,3,24,perpetual,67.65,68.28,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1706,4,3,25,perpetual,70.33,70.91,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass,0.77286,
1707,4,3,26,probation,72.92,73.49,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1708,4,3,27,stigma,75.54,76.1,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1709,4,3,28,force,78.17,78.69,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1710,4,3,29,disprove,80.72,81.38,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1711,4,3,30,elude,83.4,83.94,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1712,4,3,31,carriage,86.01,86.53,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1713,4,3,32,bully,88.59,88.92,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1714,4,3,33,illuminate,90.95,91.64,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1715,4,3,34,efface,93.66,94.24,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,whole-track-asr+additional-lexical-check+spelling-decision,,additional candidate: if
1716,4,3,35,theoretical,96.38,97.03,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1717,4,3,36,committee,99.07,99.58,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1718,4,3,37,deserve,101.63,102.21,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1719,4,3,38,credential,104.29,104.92,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1720,4,3,39,cunning,106.97,107.37,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1721,4,3,40,apparatus,109.44,110.21,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1722,4,3,41,alert,112.23,112.8,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1723,4,3,42,position,114.84,115.38,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1724,4,3,43,invade,117.39,118.01,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass,0.76452,
1725,4,3,44,chart,120.05,120.54,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1726,4,3,45,rough,122.59,123.09,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1727,4,3,46,invest,125.13,125.78,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1728,4,3,47,extent,127.86,128.5,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1729,4,3,48,incident,130.57,131.19,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1730,4,3,49,maneuver,133.21,133.79,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1731,4,3,50,lenitive,135.86,136.45,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr+additional-lexical-check,,
1732,4,3,51,foretell,137.65,138.2,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1733,4,3,52,stain,140.28,140.83,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1734,4,3,53,belong,142.91,143.39,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1735,4,3,54,excerpt,145.43,146.04,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1736,4,3,55,occasion,148.09,148.67,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1737,4,3,56,destroy,150.72,151.27,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1738,4,3,57,unique,153.3,153.81,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1739,4,3,58,avoid,155.88,156.44,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1740,4,3,59,renounce,158.54,159.15,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1741,4,3,60,split,161.2,161.76,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass,0.60363,
1742,4,3,61,previous,163.78,164.4,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1743,4,3,62,enslave,166.44,167.14,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1744,4,3,63,follow,169.33,169.69,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1745,4,3,64,blind,171.76,172.26,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1746,4,3,65,concept,174.28,174.91,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1747,4,3,66,mixture,177.01,177.62,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1748,4,3,67,inspect,179.71,180.41,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1749,4,3,68,bounce,182.48,182.94,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1750,4,3,69,amphibious,185.01,185.79,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1751,4,3,70,endeavor,187.82,188.41,ysgpc/Word List4/Word List4-Unit3.mp3,corrected,isolated-word-double-pass,0.82827,
1752,4,3,71,advent,190.44,191.01,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1753,4,3,72,uphill,193.05,193.58,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1754,4,3,73,sullen,195.64,196.12,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1755,4,3,74,resurrection,198.17,198.94,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1756,4,3,75,indict,200.98,201.58,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
1757,4,3,76,compose,203.61,204.27,ysgpc/Word List4/Word List4-Unit3.mp3,recognized,whole-track-asr,,
